,id,nom,presentation,presentation_en,clean_presentation_trad
47,112,Collective,"Collective was established in 1984 to support new and emergent artists to exhibit their work in Edinburgh and has been fundamental to the cultural vitality of Scotland. Now Collective commissions new work by artists who are at a pivotal stage in their development.
 ",,"['Collective', 'established', 'support', 'new', 'emergent', 'artists', 'exhibit', 'work', 'Edinburgh', 'fundamental', 'cultural', 'vitality', 'Scotland', 'Collective', 'commissions', 'new', 'work', 'artists', 'pivotal', 'stage', 'development', 'n']"
48,117,White Columns,"White Columns presents an ongoing program of exhibitions, projects, talks, screenings, and events. It is a not-for-profit gallery which is open to the public, free-of-charge. ",,"['White', 'Columns', 'presents', 'ongoing', 'program', 'exhibitions', 'projects', 'talks', 'screenings', 'events', 'profit', 'gallery', 'open', 'public', 'free', 'charge', 'xa']"
49,109,Brain Factory,"Brain Factory is a private gallery and non-profit organization founded in 2003 by Lee Sukjin and Tom Lee, who are dedicated to promoting Korean contemporary art and artists, and providing consulting services to new and young artists to improve the presentation of their exhibitions. The Brain Factory also serves as an open studio for young artists in order to encourage their creativity and confidence stepping out into the art world. Initiated by the gallery director Tom Lee, with workshops and training for young Korean artists, the Brain Factory has served both as gallery and studio for up and coming local artists ever since. ",,"['Brain', 'Factory', 'private', 'gallery', 'non', 'profit', 'organization', 'founded', 'Lee', 'Sukjin', 'Tom', 'Lee', 'dedicated', 'promoting', 'Korean', 'contemporary', 'art', 'artists', 'providing', 'consulting', 'services', 'new', 'young', 'artists', 'improve', 'presentation', 'exhibitions', 'Brain', 'Factory', 'serves', 'open', 'studio', 'young', 'artists', 'order', 'encourage', 'creativity', 'confidence', 'stepping', 'art', 'world', 'Initiated', 'gallery', 'director', 'Tom', 'Lee', 'workshops', 'training', 'young', 'Korean', 'artists', 'Brain', 'Factory', 'served', 'gallery', 'studio', 'coming', 'local', 'artists', 'xa']"
50,41,Espace 29,"L’espace29 situé au cœur du quartier Mériadeck à Bordeaux est composé d’un espace public de 160m2 et d'une trentaine d'ateliers d'artistes. Ce grand lieu créatif de 800m2 privilégie la diversité des disciplines (arts vivants, arts visuels et arts appliqués).","espace29 located in the heart of Mériadeck Bordeaux is composed of a public space of 160m2 and thirty artists' studios. This great creative place 800m2 favors the diversity of disciplines (performing arts, visual and applied arts).","['located', 'heart', 'Mériadeck', 'Bordeaux', 'composed', 'public', 'space', 'thirty', 'artists', 'studios', 'great', 'creative', 'place', 'favors', 'diversity', 'disciplines', 'performing', 'arts', 'visual', 'applied', 'arts']"
51,162,L'H du Siège,"L’H du Siège, une ancienne menuiserie de 700 m2 datant du début du siècle, se compose:_ au rez-de-chaussée d’une galerie de 350 m2, _ à l’étage de 5 ateliers qui accueillent des artistes vivant dans l’agglomération valenciennoise, _ d’un atelier-logement pour l’accueil d’artistes en résidence. ","The H Headquarters, a former carpenter of 700 m2 dating from the turn of the century, consists of: _ on the ground floor of a gallery of 350 m2, upstairs _ 5 workshops that host artists living in the Valenciennes conurbation, _ a housing-workshop for hosting artists in residence.","['Headquarters', 'carpenter', 'm2', 'dating', 'turn', 'century', 'consists', 'ground', 'floor', 'gallery', 'm2', 'upstairs', 'workshops', 'host', 'artists', 'living', 'Valenciennes', 'conurbation', 'housing', 'workshop', 'hosting', 'artists', 'residence']"
52,110,artellewa,"The space is located in Ard El Lewa, a densely populated informal area located between two of Cairo’s informal areas, Imbiba and Boulak El Dakrour. artellewa creates a space for the formation and activation of dialogue between artists and society; facilitates artists projects, offers workshops for community members and emerging artists, exhibits art and hosts artists-in-residence in addition to providing special projects to enrich the civic and cultural life in Ard El Lewa, and use art to improve the urban environment.
artellewa aims to create a space for reflection during this time of transition; a space for rejuvenation of ideas and progressive thought and connect Ard El Lewa and its inhabitants with the broader culture of the city and the world through art, and creates a unique opportunity for Egyptian and foreign artists to interact and experiment with the local community and environment.
artellewa creates a space for the formation and activation of dialogue between artists and society.",,"['space', 'located', 'Ard', 'Lewa', 'densely', 'populated', 'informal', 'area', 'located', 'Cairo', 'informal', 'areas', 'Imbiba', 'Boulak', 'Dakrour', 'artellewa', 'creates', 'space', 'formation', 'activation', 'dialogue', 'artists', 'society', 'facilitates', 'artists', 'projects', 'offers', 'workshops', 'community', 'members', 'emerging', 'artists', 'exhibits', 'art', 'hosts', 'artists', 'residence', 'addition', 'providing', 'special', 'projects', 'enrich', 'civic', 'cultural', 'life', 'Ard', 'Lewa', 'use', 'art', 'improve', 'urban', 'environment', 'n', 'artellewa', 'xa', 'aims', 'create', 'space', 'reflection', 'time', 'transition', 'space', 'rejuvenation', 'ideas', 'progressive', 'thought', 'connect', 'Ard', 'Lewa', 'inhabitants', 'broader', 'culture', 'city', 'world', 'art', 'creates', 'unique', 'opportunity', 'Egyptian', 'foreign', 'artists', 'interact', 'experiment', 'local', 'community', 'environment', 'n', 'artellewa', 'xa', 'creates', 'space', 'formation', 'activation', 'dialogue', 'artists', 'society']"
53,114,Alexandria Contemporary Arts Forum (ACAF) ,"Alexandria Contemporary Arts Forum (ACAF) is a not-for-profit multidisciplinary arts initiative founded in December 2005. Located inside a flat near Alexandria's downtown district, ACAF was proactively initiated and is run by a small group of artists/practitioners. With a focus on contemporary art, (new) media, and discursive practice ACAF's frame of reference is the wider social context it exists within locally and globally, thus it is interested in developing projects that explore the boundaries of this context. Alexandria Contemporary Arts Forum works to cultivate a deeper awareness of art in relation to all aspects of contemporary life and culture. Central to its mission is an ongoing engagement with projects that bring together established and emerging artists, university students, and diverse practitioners in contexts that recognize the value of an informal, non-hierarchal, open-ended circulation of information and experience. The forum is in a constant state of flux and incorporates new fields of interest and activity guided by its socio-cultural compass. ACAF enhances its projects by programming lectures, symposia, screenings and other events that are all admission free, in addition to housing a small library which features a growing collection of contemporary art publications for the benefit of the local arts community.",,"['Alexandria', 'Contemporary', 'Arts', 'Forum', 'ACAF', 'profit', 'multidisciplinary', 'arts', 'initiative', 'founded', 'December', 'Located', 'inside', 'flat', 'near', 'Alexandria', 'downtown', 'district', 'ACAF', 'proactively', 'initiated', 'run', 'small', 'group', 'artists', 'practitioners', 'focus', 'contemporary', 'art', 'new', 'media', 'discursive', 'practice', 'ACAF', 'frame', 'reference', 'wider', 'social', 'context', 'exists', 'locally', 'globally', 'interested', 'developing', 'projects', 'explore', 'boundaries', 'context', 'Alexandria', 'Contemporary', 'Arts', 'Forum', 'works', 'cultivate', 'deeper', 'awareness', 'art', 'relation', 'aspects', 'contemporary', 'life', 'culture', 'Central', 'mission', 'ongoing', 'engagement', 'projects', 'bring', 'established', 'emerging', 'artists', 'university', 'students', 'diverse', 'practitioners', 'contexts', 'recognize', 'value', 'informal', 'non', 'hierarchal', 'open', 'ended', 'circulation', 'information', 'experience', 'forum', 'constant', 'state', 'flux', 'incorporates', 'new', 'fields', 'interest', 'activity', 'guided', 'socio', 'cultural', 'compass', 'ACAF', 'enhances', 'projects', 'programming', 'lectures', 'symposia', 'screenings', 'events', 'admission', 'free', 'addition', 'housing', 'small', 'library', 'features', 'growing', 'collection', 'contemporary', 'art', 'publications', 'benefit', 'local', 'arts', 'community']"
54,70,40mcube,"40mcube est un espace d’exposition, une structure de production d’œuvres, un lieu de résidences d’artistes et un bureau d’organisation de projets d’art contemporain. 40mcube développe plusieurs axes de recherches : 40mcube-expositions, 40mcube-éditions, 40mcube-AV qui coproduit avec le secteur de l’audiovisuel des vidéos d’artistes, et enfin 40mcube-espace public qui travaille à des projets artistiques prenant place dans l’espace public. Le travail de production, d’exposition et de médiation est généré ou suivi par une réflexion sur l’art actuel qui se matérialise par des éditions critiques. 40mcube is an exhibition space, a production studio, an artist-in-residence space and an office of organization for contemporary art projects. 40mcube has developed several different sectors: 40mcube – exhibition; 40mcube – edition; 40mcube AV, which co-produces artists' videos with the audiovisual sector; 40mcube – public space, which works with artistic projects taking place in a public space. This process of production, from exhibitions to mediation, is made through a reflection on contemporary art, which is further shown through 40mcube’s published editions.","40mcube is an exhibition space, a structure of production of works, place of residences of artists and organization of contemporary art projects office. 40mcube developing several lines of research: 40mcube exhibitions, 40mcube-editions 40mcube-AV which co-produced the audiovisual sector of artist videos, and finally public space 40mcube working on artistic projects taking place in the public space. Production work, exhibition and mediation is generated or followed by a reflection on contemporary art that takes the form of critical editions. 40mcube is an exhibition space, a studio production, an artist-in-residence space and an office of organization for contemporary art projects. 40mcube HAS Developed Several different sectors: 40mcube - exhibition; 40mcube - edition; 40mcube AV, qui Co-Produces artists' videos with the audiovisual sector; 40mcube - public space, qui works with artistic projects Taking place in a public space. This process of manufacture, from exhibitions to mediation, is made through a reflection is contemporary art, qui est further Top 40mcube's shown through published editions.","['exhibition', 'space', 'structure', 'production', 'works', 'place', 'residences', 'artists', 'organization', 'contemporary', 'art', 'projects', 'office', 'developing', 'lines', 'research', 'exhibitions', 'editions', 'AV', 'produced', 'audiovisual', 'sector', 'artist', 'videos', 'finally', 'public', 'space', 'working', 'artistic', 'projects', 'taking', 'place', 'public', 'space', 'Production', 'work', 'exhibition', 'mediation', 'generated', 'followed', 'reflection', 'contemporary', 'art', 'takes', 'form', 'critical', 'editions', 'exhibition', 'space', 'studio', 'production', 'artist', 'residence', 'space', 'office', 'organization', 'contemporary', 'art', 'projects', 'Developed', 'different', 'sectors', 'exhibition', 'edition', 'AV', 'qui', 'Produces', 'artists', 'videos', 'audiovisual', 'sector', 'public', 'space', 'qui', 'works', 'artistic', 'projects', 'Taking', 'place', 'public', 'space', 'process', 'manufacture', 'exhibitions', 'mediation', 'reflection', 'contemporary', 'art', 'qui', 'est', 'shown', 'published', 'editions']"
55,124,Diagonale,"Depuis plus de dix ans, Diagonale met en place différents contextes - expositions, éditions, tables rondes, rencontres d'artistes et, depuis peu, résidences d'artistes - pour accompagner les propositions en art contemporain liées à la fibre.MANDATDiagonale  est un centre de diffusion dédié à l'art contemporain qui favorise, au travers de sa programmation, des propositions d'artistes et commissaires au sein desquelles s'inscrit la fibre tant en terme de matière que de concept. Soucieux de participer au rayonnement de la scène artistique locale, Diagonale tend également à développer des projets nationaux et internationaux. ","For over ten years, Diagonal implements different contexts - exhibitions, publications, round tables, meetings with artists, and recently, artist residencies - to accompany proposals for contemporary art related to fibre.MANDATDiagonale is a center broadcast dedicated to contemporary art that encourages, through its programming, proposals for artists and curators in which the fiber so enrolled in terms of material that concept. Anxious to participate in promoting the local art scene, Diagonal also tends to develop national and international projects.","['years', 'Diagonal', 'implements', 'different', 'contexts', 'exhibitions', 'publications', 'round', 'tables', 'meetings', 'artists', 'recently', 'artist', 'residencies', 'accompany', 'proposals', 'contemporary', 'art', 'related', 'fibre', 'MANDATDiagonale', 'center', 'broadcast', 'dedicated', 'contemporary', 'art', 'encourages', 'programming', 'proposals', 'artists', 'curators', 'fiber', 'enrolled', 'terms', 'material', 'concept', 'Anxious', 'participate', 'promoting', 'local', 'art', 'scene', 'Diagonal', 'tends', 'develop', 'national', 'international', 'projects']"
56,89,La Maudite,"La Maudite is an artists run space created by two artists and a researcher/curator based in Paris and is aimed at articulating art practices, curatorial practices and research. Situated in Belleville neighborhood, La Maudite is a platform for artistic and multidisciplinary projects in a variety of fields: visual arts, film, sound experiences, performance, and literature, among others. The activities include curating exhibitions, film screenings, organizing conferences, seminars and other research activities that interconnect with critical theory. It's also a document center  on Brazilian contemporary art (see DOC CENTER), which is constantly fed through donations. It aims to promote activities locally, nationally and internationally, collaborating with public and private institutions, involving artists and a wide array of communities to launch creative networks.",,"['La', 'Maudite', 'artists', 'run', 'space', 'created', 'artists', 'researcher', 'curator', 'based', 'Paris', 'aimed', 'articulating', 'art', 'practices', 'curatorial', 'practices', 'research', 'Situated', 'Belleville', 'neighborhood', 'Maudite', 'platform', 'artistic', 'multidisciplinary', 'projects', 'variety', 'fields', 'visual', 'arts', 'film', 'sound', 'experiences', 'performance', 'literature', 'activities', 'include', 'curating', 'exhibitions', 'film', 'screenings', 'organizing', 'conferences', 'seminars', 'research', 'activities', 'interconnect', 'critical', 'theory', 'document', 'center', 'xa', 'Brazilian', 'contemporary', 'art', 'DOC', 'CENTER', 'constantly', 'fed', 'donations', 'aims', 'promote', 'activities', 'locally', 'nationally', 'internationally', 'collaborating', 'public', 'private', 'institutions', 'involving', 'artists', 'wide', 'array', 'communities', 'launch', 'creative', 'networks']"
57,50,À Suivre...,"À Suivre... était un lieu de création, de production et de diffusion d’art contemporain allié à un service éducatif et culturel. Au-delà des expositions proposées, étaient organisés des visites, des conférences, des rencontres avec des artistes, et des ateliers permettant au public d’appréhender la diversité des pratiques et des modes d’intervention actuels. Ce projet, initié par des artistes engagés dans la création contemporaine, répondait à la volonté d’articuler les différents champs d’expérience liés aux enjeux de l’art aujourd’hui.","To Follow ... was a place of creation, production and dissemination of contemporary art combined with an educational and cultural services. Beyond the proposed exhibitions were organized tours, lectures, meetings with artists, and workshops for the public to understand the diversity of current practices and methods of intervention. This project, initiated by artists engaged in contemporary creation, responding to the desire to articulate the different fields of experience related to issues of art today.","['Follow', 'place', 'creation', 'production', 'dissemination', 'contemporary', 'art', 'combined', 'educational', 'cultural', 'services', 'proposed', 'exhibitions', 'organized', 'tours', 'lectures', 'meetings', 'artists', 'workshops', 'public', 'understand', 'diversity', 'current', 'practices', 'methods', 'intervention', 'project', 'initiated', 'artists', 'engaged', 'contemporary', 'creation', 'responding', 'desire', 'articulate', 'different', 'fields', 'experience', 'related', 'issues', 'art', 'today']"
58,11,CP5/Collectif Curry Vavart,"Le CP5 est un espace d’expositions artistique éphémère, installé dans le hall d’entrée d’un ancien vestiaire SNCF, complètement habillé de contreplaqué 5mm pour ce projet. Il y a encore deux ans, ce bâtiment des années 20, situé dans le 18e arrondissement de Paris, accueillait les derniers ouvriers du site SNCF Pajol, actuellement en réaménagement. Le hall d’entrée est une place de choix : seul et unique accès aux vestiaires, douches et réfectoire, utilisés par plusieurs centaines de cheminots chaque jour, des vitrines destinées à l’affichage syndicale occupaient ses murs. Aujourd’hui, le bâtiment désaffecté a été investi par le collectif d’artistes Curry Vavart en convention avec la SNCF. Des ateliers et bureaux partagés, une salle de répétitions, installés temporairement jusqu’à réhabilitation du bâtiment, reçoivent les artistes et associations membres du collectif. Investies à plusieurs reprises par les artistes pour présenter leur travail, c’est de ces vitrines qu’est parti le projet du CP5 afin de doter le bâtiment d’un espace d’exposition optimisé.","The CP5 is a space of ephemeral art exhibitions, installed in the lobby of a former SNCF cloakroom, fully dressed 5mm plywood for the project. There are still two years, the building of the 20s, located in the 18th arrondissement of Paris, welcomed the latest site workers SNCF Pajol, currently in redevelopment. The lobby is a place of choice: single access to the changing rooms, showers and dining hall, used by hundreds of railway workers every day, shop windows display for union occupied its walls. Today, the empty building was invested by the collective of artists Curry Vavart agreement with SNCF. Workshops and shared offices, a rehearsal room, installed temporarily until rehabilitation of the building, get artists and associations members of the collective. Invested several times by artists to present their work, it is these windows that left the project CP5 to equip the building with an optimized exhibition area.","['space', 'ephemeral', 'art', 'exhibitions', 'installed', 'lobby', 'SNCF', 'cloakroom', 'fully', 'dressed', 'mm', 'plywood', 'project', 'years', 'building', 'located', 'arrondissement', 'Paris', 'welcomed', 'latest', 'site', 'workers', 'SNCF', 'Pajol', 'currently', 'redevelopment', 'lobby', 'place', 'choice', 'single', 'access', 'changing', 'rooms', 'showers', 'dining', 'hall', 'hundreds', 'railway', 'workers', 'day', 'shop', 'windows', 'display', 'union', 'occupied', 'walls', 'Today', 'building', 'invested', 'collective', 'artists', 'Curry', 'Vavart', 'agreement', 'SNCF', 'Workshops', 'shared', 'offices', 'rehearsal', 'room', 'installed', 'temporarily', 'rehabilitation', 'building', 'artists', 'associations', 'members', 'collective', 'Invested', 'times', 'artists', 'present', 'work', 'windows', 'left', 'project', 'equip', 'building', 'optimized', 'exhibition', 'area']"
59,183,MOCA / Museum of Conceptual Art,"The Museum of Conceptual Art was founded in the 1970 by Tom Marioni, describing it as a ""social artwork"".The museum moved into its official location on January 3, 1973 in San Francisco, California.
Until the museum closed in 1984, he organized many groundbreaking shows, including Sound Sculpture As in 1970. MOCA has entered history as one of the first alternative art spaces. Marioni had one-person shows in several significant venues for early conceptual art, among them the Richard Demarco Gallery in Edinburgh in 1972 and Gallery Foksal in Warsaw in 1975. In 1977 he had a solo show, The Sound of Flight, at the de Young. 
After the closing of MOCA, Marioni continued his commitment to “a social work of art"" with the ongoing Society of Independent Artists. The Archives of MOCA were purchased by the Berkeley Art Museum in 1994.",,"['Museum', 'Conceptual', 'Art', 'xa', 'founded', 'Tom', 'Marioni', 'describing', 'social', 'artwork', 'museum', 'moved', 'official', 'location', 'January', 'xa', 'San', 'Francisco', 'California', 'n', 'museum', 'closed', 'organized', 'groundbreaking', 'shows', 'including', 'xa', 'Sound', 'Sculpture', 'xa', 'MOCA', 'entered', 'history', 'alternative', 'art', 'spaces', 'Marioni', 'person', 'shows', 'significant', 'venues', 'early', 'conceptual', 'art', 'Richard', 'Demarco', 'Gallery', 'Edinburgh', 'Gallery', 'Foksal', 'Warsaw', 'solo', 'xa', 'Sound', 'Flight', 'Young', 'xa', 'n', 'closing', 'MOCA', 'Marioni', 'continued', 'commitment', 'social', 'work', 'art', 'ongoing', 'Society', 'Independent', 'Artists', 'xa', 'Archives', 'MOCA', 'purchased', 'Berkeley', 'Art', 'Museum']"
60,15,In extenso ,"Créé en 2002 par Marc Geneix et Sébastien Maloberti, In extenso déploie ses activités selon trois grands axes : l’exposition, l’édition, et le développement des échanges entre les lieux d’art contemporain en Centre-France, par le biais de son projet La belle revue. In extenso diffuse le travail d’artistes nationaux et internationaux à travers une double programmation, au sein de sa galerie et hors les murs. En centre-ville de Clermont-Ferrand, l’association dispose d’un espace de 25m2 dans lequel elle organise cinq expositions par an. La programmation hors-les-murs est quant à elle le fruit des partenariats qu’In extenso met en place avec des structures françaises et européennes. Elle représente entre deux et trois projets annuels.
Depuis 2005, l’association édite régulièrement des catalogues d’expositions et des livres d’artistes. Cette activité est également renforcée par La belle revue, revue d’art contemporain en Centre-France. Publiée chaque année en janvier dans sa version papier, La belle revue se décline aussi en un site internet actualisé en permanence au sein duquel sont référencées toutes les informations concernant les expositions d’art contemporain sur le territoire Centre-France. En plus de l’agenda, on y trouve entre autre des chroniques d'expositions, des appels à candidatures pour des résidences ou festivals, ainsi que des portfolios d’artistes.","Created in 2002 by Mark and Sebastian Geneix Maloberti, Verbatim is active in three main areas: the exhibition, publishing, and the development of trade between the contemporary art scene in Central France, through its The project beautiful magazine. Verbatim diffuse the work of national and international artists through a double programming, within the gallery and outside the walls. In downtown Clermont-Ferrand, the association has a space of 25m2 in which it organizes five exhibitions per year. Programming Outside the walls is itself the fruit of partnerships that In verbatim set up with French and European structures. It represents between two and three annual projects.
Since 2005, the association regularly publishes exhibition catalogs and artist books. This activity is also enhanced by the beautiful magazine, journal of contemporary art in Central France. Published each January in the paper version, the beautiful magazine also comes in a continuously updated website in which are referenced all the information about exhibitions of contemporary art in the territory Central France. In addition to the agenda, there are, among other chronic exhibitions, calls for applications for residencies and festivals, as well as artist portfolios.","['Created', 'Mark', 'Sebastian', 'Geneix', 'Maloberti', 'Verbatim', 'active', 'main', 'areas', 'exhibition', 'publishing', 'development', 'trade', 'contemporary', 'art', 'scene', 'Central', 'France', 'project', 'beautiful', 'magazine', 'Verbatim', 'diffuse', 'work', 'national', 'international', 'artists', 'double', 'programming', 'gallery', 'outside', 'walls', 'downtown', 'Clermont', 'Ferrand', 'association', 'space', 'organizes', 'exhibitions', 'year', 'Programming', 'Outside', 'walls', 'fruit', 'partnerships', 'verbatim', 'set', 'French', 'European', 'structures', 'represents', 'annual', 'projects', 'association', 'regularly', 'publishes', 'exhibition', 'catalogs', 'artist', 'books', 'activity', 'enhanced', 'beautiful', 'magazine', 'journal', 'contemporary', 'art', 'Central', 'France', 'Published', 'January', 'paper', 'version', 'beautiful', 'magazine', 'comes', 'continuously', 'updated', 'website', 'referenced', 'information', 'exhibitions', 'contemporary', 'art', 'territory', 'Central', 'France', 'addition', 'agenda', 'chronic', 'exhibitions', 'calls', 'applications', 'residencies', 'festivals', 'artist', 'portfolios']"
61,10,Interface appartement /galerie,"L’appartement/galerie Interface se définit comme un lieu d’expérimentation et de soutien aux (jeunes) artistes ; une bouffée d’air frais dans les circuits de l’art contemporain... sans ego, ni intérêt !!! Interface est une Association loi 1901, créée en Janvier 1992 à Dijon. Elle a pour objet de soutenir les jeunes créateurs d’art par l’aide matérielle et logistique propre à la réalisation et à la diffusion de leurs œuvres.","The apartment / gallery interface is defined as a place of experimentation and support for (young) artists; a breath of fresh air in the circuits of contemporary art ... no ego, no interest !!! Interface is an association law 1901, created in January 1992 in Dijon. It aims to support young creators of art with material aid and own logistics to the realization and dissemination of their works.","['apartment', 'gallery', 'interface', 'defined', 'place', 'experimentation', 'support', 'young', 'artists', 'breath', 'fresh', 'air', 'circuits', 'contemporary', 'art', 'ego', 'interest', 'Interface', 'association', 'law', 'created', 'January', 'Dijon', 'aims', 'support', 'young', 'creators', 'art', 'material', 'aid', 'logistics', 'realization', 'dissemination', 'works']"
62,115,Gasworks,"Established in 1994, Gasworks is a contemporary art organisation based in South London, housing eleven artists' studios and offering a programme of exhibitions and events, artists’ residencies, international fellowships and educational projects. Seven studios are rented to London-based artists and four are reserved for the International Residency Programme for non-UK based artists. Gasworks hosts up to sixteen residencies a year, encouraging the exchange of ideas between international and local practitioners. The non-prescriptive and process-based nature of the residencies allows visiting artists to develop projects in response to their new context, or to conduct research benefiting from London’s resources. As a result, residencies generally culminate in an Open Studio. The residencies programme is also accompanied by activities such as talks and seminars, aiming to introduce the general public to international artists and their practice.The exhibition space accommodates four main projects a year, as well as a series of small-scale events. The programme includes solo and thematic exhibitions, screenings, workshops and seminars. Gasworks focuses on visual arts practice in its broadest sense, including design, documentary filmmaking and media art, amongst other areas of activity. These are all linked by a commitment to constantly reassess the position of artists within their wider cultural, social and political frameworks. 
The residencies and exhibitions programmes regularly cooperate, often to facilitate research and production for international artists invited to develop a project for the exhibitions and events programme. Gasworks runs a Participation programme which responds to, as well as operates independently from, the residencies and exhibitions. The programme aims to instigate dialogue and exchange through art, and to work with local groups and organisations to widen access to contemporary art.
Find out more about Gasworks and how we work with artists in this short film produced by Artquest:http://bit.ly/GasworksIntroGasworks is also part of Triangle Network, an international network of artists and organisations set up in 1982 whose activities include residencies and workshops. Triangle provides Gasworks with unique connections to artists and organisations in more than thirty countries around the world. Each year, through the Arts Council England’s International Artists Fellowship Programme, Gasworks organises residencies for six to eight UK-based artists in one of the Triangle partners' organisations, in countries including Cuba, China, South Africa, Kenya and India. ",,"['Established', 'Gasworks', 'contemporary', 'art', 'organisation', 'based', 'South', 'London', 'housing', 'artists', 'studios', 'offering', 'programme', 'exhibitions', 'events', 'artists', 'residencies', 'international', 'fellowships', 'educational', 'projects', 'Seven', 'studios', 'rented', 'xa', 'London', 'based', 'artists', 'xa', 'reserved', 'International', 'Residency', 'Programme', 'non', 'based', 'artists', 'xa', 'Gasworks', 'hosts', 'sixteen', 'xa', 'residencies', 'xa', 'year', 'encouraging', 'exchange', 'ideas', 'international', 'local', 'practitioners', 'non', 'prescriptive', 'process', 'based', 'nature', 'residencies', 'allows', 'visiting', 'artists', 'develop', 'projects', 'response', 'new', 'context', 'conduct', 'research', 'benefiting', 'London', 'resources', 'result', 'residencies', 'generally', 'culminate', 'Open', 'Studio', 'residencies', 'programme', 'accompanied', 'activities', 'talks', 'seminars', 'aiming', 'introduce', 'general', 'public', 'international', 'artists', 'practice', 'exhibition', 'space', 'accommodates', 'main', 'projects', 'year', 'series', 'small', 'scale', 'events', 'xa', 'programme', 'xa', 'includes', 'solo', 'thematic', 'exhibitions', 'screenings', 'workshops', 'seminars', 'Gasworks', 'focuses', 'visual', 'arts', 'practice', 'broadest', 'sense', 'including', 'design', 'documentary', 'filmmaking', 'media', 'art', 'areas', 'activity', 'linked', 'commitment', 'constantly', 'reassess', 'position', 'artists', 'wider', 'cultural', 'social', 'political', 'frameworks', 'xa', 'n', 'residencies', 'exhibitions', 'programmes', 'regularly', 'cooperate', 'facilitate', 'research', 'production', 'international', 'artists', 'invited', 'develop', 'project', 'exhibitions', 'events', 'programme', 'xa', 'Gasworks', 'runs', 'xa', 'Participation', 'xa', 'programme', 'responds', 'operates', 'independently', 'residencies', 'exhibitions', 'programme', 'aims', 'instigate', 'dialogue', 'exchange', 'art', 'work', 'local', 'groups', 'organisations', 'widen', 'access', 'contemporary', 'art', 'n', 'Find', 'Gasworks', 'work', 'artists', 'short', 'film', 'produced', 'Artquest', 'http', 'bit', 'GasworksIntroGasworks', 'xa', 'Triangle', 'Network', 'international', 'network', 'artists', 'organisations', 'set', 'activities', 'include', 'residencies', 'workshops', 'Triangle', 'provides', 'Gasworks', 'unique', 'connections', 'artists', 'organisations', 'thirty', 'countries', 'world', 'year', 'Arts', 'Council', 'England', 'International', 'Artists', 'xa', 'Fellowship', 'xa', 'Programme', 'Gasworks', 'organises', 'residencies', 'based', 'artists', 'Triangle', 'partners', 'organisations', 'countries', 'including', 'Cuba', 'China', 'South', 'Africa', 'Kenya', 'India', 'xa']"
63,29,INTERIOR and the collectors,"INTERIOR and the collectors est un espace d’exposition dirigé par deux artistes qui a ouvert avec la 11ème biennale d’art contemporain de Lyon. Ce n’est pas un lieu d’exposition conventionnel mais un appartement de caractère dans un immeuble classé du XVIIe au centre de Lyon. C’est aussi un espace plus confidentiel qui peut être loué pour une ou plusieurs nuits. Nous souhaitons développer des expositions temporaires dans ce lieu atypique, plus contraignant qu’une galerie mais plus personnel et singulier.","INTERIOR and the collector is an exhibition space run by two artists that opened with the 11th Biennial Contemporary Art of Lyon. This is not a place of conventional exposure but a boutique apartment in a building of the seventeenth to the center of Lyon. It is also a more private space that can be rented for one or more nights. We want to develop temporary exhibitions in this unusual place, more binding than a gallery but more personal and singular.","['INTERIOR', 'collector', 'exhibition', 'space', 'run', 'artists', 'opened', 'Biennial', 'Contemporary', 'Art', 'Lyon', 'place', 'conventional', 'exposure', 'boutique', 'apartment', 'building', 'seventeenth', 'center', 'Lyon', 'private', 'space', 'rented', 'nights', 'want', 'develop', 'temporary', 'exhibitions', 'unusual', 'place', 'binding', 'gallery', 'personal', 'singular']"
